s1_entity_id	missed_entity_id	source	s1_business_name	s1_business_address	s1_country	target_business_name	target_business_address	target_country
S1-434099993	S2-999431918	Source 2	Finpro Creations Company	Bangalore, Karnataka, Bangalore, 163/5, Bhoomika Apartments G-002, 1St Floor, Seshadripuram	India	Finpro Company [Center]	NO. 204 163/5, BHOOMIKA APARTMENTS G-002, 1ST FLOOR, SESHADRIPURAM, BANGALORE, Karnataka	India
S1-434099993	S2-349198774	Source 2	Finpro Creations Company	Bangalore, Karnataka, Bangalore, 163/5, Bhoomika Apartments G-002, 1St Floor, Seshadripuram	India	Finpro Crtbtfisons Company	NO 204 163/5, BHOOMIKA APARTMENTS G-002, 1ST FLOOR, SESHADRIPURAM, BANGALORE, ಕರ್ನಾಟಕ	India
S1-434099993	S2-950450589	Source 2	Finpro Creations Company	Bangalore, Karnataka, Bangalore, 163/5, Bhoomika Apartments G-002, 1St Floor, Seshadripuram	India	FINPRO COMPANY CENTER	NO. 204 163/5, BHOOMIKA APARTMENTS G-002, 1ST FLOOR, SESHADRIPURAM, BANGALORE, Karnataka	India
S1-434099993	S3-880074882	Source 3	Finpro Creations Company	Bangalore, Karnataka, Bangalore, 163/5, Bhoomika Apartments G-002, 1St Floor, Seshadripuram	India	Finpro Crefations Company	Plot 00749 163/5, Bangalore, <NULL>, KA	India
S1-827122880	S3-233305147	Source 3	Office of Environmental Protection	268 Military Ridge Drive, City Of Verona, WI	US	Office óf Trading		US
S1-415164434	S2-586847051	Source 2	Savant Trust	Salem, Chinnayya Complex, Five Roads, Omalur Main Rd, Tamil Nadu, Salem, D.384	India	#SÁVANTTRUST	D.384, CHINNAYYA COMPLEX, FIVE ROADS, OMALUR MAIN RD, SALEM, Tamil Nadu	India
S1-217486040	S3-333899249	Source 3	White Transportation LLC	14328 Desierto Bueno Avenue, Horizon City, TX	US	White Transprtason LLC	Horizon City, 14328 Desierto Bueno Avenue, Texas	US
S1-93364669	S3-931161797	Source 3	Hoff Software LLC	1053 Emily Lane, Jefferson City, MO	US	hoffsoftware.com	Jefferson City, PMB 6875, Missouri, 1053 Emily Ln	US
S1-565373599	S2-187309079	Source 2	Subham & Co	Flat No. 1501, Atlantis, Raheja Arcopolis Complex, Behind Deonar Telecom Factory, Deonar, C, Hembur, Mumbai, Maharashtra	India	Shri SMUBBHM  & CO	MUMBAI, NO 1501, ATLANTIS, RAHEJA ARCOPOLIS COMPLEX, BEHIND DEONAR TELECOM FACTORY, DEONAR, C, Maharashtra, HEMBUR	India
S1-565373599	S2-563691319	Source 2	Subham & Co	Flat No. 1501, Atlantis, Raheja Arcopolis Complex, Behind Deonar Telecom Factory, Deonar, C, Hembur, Mumbai, Maharashtra	India	SGM  & CO	FAT NO. 1501, ATLANTIS, RAHEJA ARCOPOLIS COMPLEX, BEHIND DEONAR TELECOM FACTORY, DEONAR, C, HEMBUR, MUMBAI, Maharashtra	India
S1-993896174	S3-51509016	Source 3	Anon Constructions Corp	Pune, Sr No 36/1/1 B Olympia Phase 1, Haveli, Maharashtra, Office No 207 Baner Gaon	India	Anon Corp Center	Sr No 36/1/1 B Oylmpia Phase 1, Office No 207 Baner Gaon, Haveli, Pune, MH	India
S1-823532500	S2-135935174	Source 2	Vivify Resorts Private Limited	At/Po-Dhenkikote, Block-Ghatgaon, Keonjhar, Kendujhar, Orissa	India	VIVIFY RE5ORTS PRIVATE	AT/PO-DHENKIKOTE, BLOCK-GRATGAON, KEONJHAR, ଓଡ଼ିଶା	India
S1-64423771	S3-508261785	Source 3	Jvj Allied Group	Malayalay, Unit No. 2A (S) 2Nd Floor, 3 Woodburn Park, Kolkata, Kolkata, Howrah, West Bengal	India	Jvj Group Allide	Kolkata, Malayalay, Howrah, WB	India
S1-956902396	S2-992350163	Source 2	Leonard Security LLC	620 F Street, Ardmore, OK	US	Leonard 5ecurity LLC	ARDMORE, OK, F STREET	US
S1-440366196	S2-107024797	Source 2	First Trading	Thane, Plot No.59 Sector 11, Cbd Belapur, Maharashtra, Office No.B-313	India	फर्स्ट ट्रेडिंग	OFFICE NO.B-313, THANE, महाराष्ट्र	India
S1-440366196	S3-243030748	Source 3	First Trading	Thane, Plot No.59 Sector 11, Cbd Belapur, Maharashtra, Office No.B-313	India	First Tráding	Office No.b-313, Plot No.59 Sector 11, Cbd Belapur, Thane, MH	India
S1-905269811	S2-872846190	Source 2	Good Services	52, Vijay Nagar, Kartarpura Ward No. 15 Tehsil Jaipur, Jaipur, Rajasthan	India	गुड सर्विसेज	BLOCK G-0618 52, VIJAY NAGAR, JAIPUR, KARTARPURA WARD NO. 15 TEHSIL JAIPUR, Rajasthan	India
S1-905269811	S3-739345030	Source 3	Good Services	52, Vijay Nagar, Kartarpura Ward No. 15 Tehsil Jaipur, Jaipur, Rajasthan	India	गुड सर्विसेज	52, Kartarpura Ward No. 15 Tehsil Jaipur, राजस्थान	India
S1-174513984	S3-647367408	Source 3	Energy Vr Textile Corporation	# 4, Custain Beach Rd, Santhome, Chennai, Tamil Nadu	India	-- Energy Vr Texfltiel Corporation	Door No 4, Chennai, TN	India
S1-842983493	S2-878151338	Source 2	Tl Securities Limited	Haren Tex Compoundnear Dahisar Check Naka Dahisar (East), Mumbai, Maharashtra	India	Tl Scrts Limited	DOOR NO 584 HAREN TEX COMPOUNDNEAR DAHISAR CHECK NAKA DAHISAR (EAST), MUMBAI, Maharashtra	India
S1-695566958	S3-658465955	Source 3	Foot & Ankle Express Care Associates	5742 Wayne Memorial Drive, Pikeville, NC	US	Footankleexpress.Com	North Carolina, 5742 Wayne Memorial Dr, Pikeville	US
S1-939215291	S3-788944164	Source 3	Calhoun & Piccolo LLC	4604 Charleston Street, Broken Arrow, OK	US	Soliri	4604 Charelston St, Broken Arrow, Oklahoma	US
S1-171124248	S3-237463750	Source 3	Classic Infrastructure Collective Inc	4710 Waterloo Drive, Fl 1, Columbia, MO	US	>> classicinfrastructurecollective.com	4710a Waterloo Drive, Floor 1, Columbia, Missouri	US
S1-840961764	S2-308741469	Source 2	Behavioral Health Clinic Inc.	UT, Highland, 5534 10480	US	Belonylayuma	5534 10480, AMERICAN FORK, UT	US
S1-353994754	S3-657086920	Source 3	Uday Infra Private Limited	G-10, G.F. Aggarwal Bhawan, 35-36, Nehru Place, New Delhi, South Delhi, Delhi	India	Rizaciralyra née Uday Infra Private Limited	South Delhi, G-10, Delhi, G.F. Aggarwal Bhawan, 35-36, Nehru Place, New Delhi	India
S1-865509540	S3-839768578	Source 3	Murray & Lunsford Systems Inc	NY, Brookhaven, 24 Saint George Drive	US	Zetavantage formerly known as Murray & Lunsford Systems Inc	24 Saint George Drive, Brookhaven, NY	US
S1-206569853	S2-246893714	Source 2	Dream Investment Private Limited	275 Katghar, Allahabad, Uttar Pradesh	India	ड्रीम इन्वेस्टमेंट प्राइवेट लिमिटेड	75 KAAGHAR, ALLAHABAD, Uttar Pradesh	India
S1-206569853	S2-298174647	Source 2	Dream Investment Private Limited	275 Katghar, Allahabad, Uttar Pradesh	India	Dr dreaminvestment.com #69815	DOOR NO 75 KATGHAR, ALLAHABAD, Uttar Pradesh	India
S1-73544343	S2-217009442	Source 2	Indo Infrastructure Private Limited	294, D Ward, Shukrawar Peth, Kolhapur, Maharashtra	India	इंडो इंफ्रास्ट्रक्चर प्राइवेट लिमिटेड	Maharashtra, 294, KOLHAPUR	India
S1-297991452	S2-94455164	Source 2	Sky Infotech Limited	3, First Street, Kurinji Nagar, Tambaram, Kanchipuram, Tamil Nadu	India	ஸ்கை இன்ஃபோடெக் லிமிடெட்	NO. 265. 3, TAMBARAM, KANCHIPURAM, Tamil Nadu	India
S1-456900390	S3-337696255	Source 3	Urgent Care Gulf Partners LLC	Winterset, 824 4th Avenue, IA	US	urgentcaregu1f.com	824-A Fourth Ave, Lincoln, Iowa	US
S1-449777693	S3-852550870	Source 3	YE Systems Private Limited	301, Sukh Sheetal Apartment-I 16/1, South Tukoganj, Indore, Madhya Pradesh	India	YE 5ystems Private Limited Limited	Madhyapradesh, MP, 301, Sukh Sheetal Apartment-i 16/1, South Tukoganj, Indore	India
S1-523632949	S2-658153348	Source 2	Amrut Group of Companies Ltd	Madhya Pradesh, Indore, 226 - Tanki Chowk Bijalpur, Indore	India	ACOMPANIES.COM	22 - TANKI CHOWK BIJALPUR, INDORE, Madhya Pradesh	India
S1-523632949	S3-465784216	Source 3	Amrut Group of Companies Ltd	Madhya Pradesh, Indore, 226 - Tanki Chowk Bijalpur, Indore	India	ámrutcompanies.com	Indore, ##226 - Tanki Chowk Bijalpur, MP	India
S1-370447359	S2-365692796	Source 2	Galaxy Exports Private Limited	A-305, Tower A, Sector-86, Adore Happy Homes, Faridabad, Haryana	India	गैलेक्सी एक्सपोर्ट्स प्राइवेट लिमिटेड	FARIDABAD, हरियाणा, A-B3/305, FARIDABAD	India
S1-480754757	S2-667921032	Source 2	East Consulting Private Limited	66 Salkia School Rdsalkia P S Golabari, Howrah, West Bengal	India	ইস্ট কনসাল্টিং প্রাইভেট লিমিটেড	#64 STLKIA SCHOOL RDSALKIA P S GOLABARI, HOWRAH, West Bengal	India
S1-749766134	S3-329070717	Source 3	Aditya It Private Limited	84/1, Jelia Para Lane P. S. Golabari, Howrah, West Bengal	India	আদিত্য আইটি প্রাইভেট লিমিটেড	6-84/1, Howrah, WB	India
S1-749766134	S2-163878429	Source 2	Aditya It Private Limited	84/1, Jelia Para Lane P. S. Golabari, Howrah, West Bengal	India	আদিত্য আইটি প্রাইভেট লিমিটেড	84/1, HOWRAH, null, West Bengal	India
S1-523391648	S2-109779486	Source 2	Delta Center	1519 Woody Road, Pearland, TX	US	Delta Center Commission	1519A WOODY RD, PEARLAND, TX	US
S1-517755890	S2-114696300	Source 2	City Ace Producer Pvt Ltd	Mumbai, Strand Cinema Bldg., 1St Floor, C.S. No. 506 Arthur Bunder Road, Colaba, Mumbai City, Maharashtra	India	सिटी एस प्रोड्यूसर प्रा. लि.	STRAND CINEMA BLDG., 1ST FLOOR, C.S. NO. 506 ARTHUR BUNDER ROAD, COLABA, MUMBAI (SUBURBAN), MUMBAI CITY, Maharashtra	India
S1-517755890	S3-904410462	Source 3	City Ace Producer Pvt Ltd	Mumbai, Strand Cinema Bldg., 1St Floor, C.S. No. 506 Arthur Bunder Road, Colaba, Mumbai City, Maharashtra	India	Drexzeta DBA City Ace Producer Pvt Ltd	Strand Cinema Bldg., 1St Floor, C.S. No. 506 Arthur Bunder Road, Colaba, Mumbai, Mumbai City, Maharashtra	India
S1-246638277	S3-46315974	Source 3	Pioneer Technology Private Limited	4/608, Voc Street, Omr Road, Nehru Nagar, Kottivakkam, Chennai City Corporation, Chennai, Tamil Nadu	India	@pioneertechnology	B3/4/608, Chennai City Corporation, Chennai, TN	India
S1-125687146	S3-958282983	Source 3	Lotus Developers Pvt Ltd	2Nd Floor, Thirugnana Sambandar Street, Ram Nagar North, Madipakkam, Saidapet, Plot No.42, Tamil Nadu, Kanchipuram	India	லோட்டஸ் டெவலப்பர்ஸ் பிரைவேட் லிமிடெட்	#42, Saidapet, Kanchipuram, TN	India
S1-125687146	S3-432172629	Source 3	Lotus Developers Pvt Ltd	2Nd Floor, Thirugnana Sambandar Street, Ram Nagar North, Madipakkam, Saidapet, Plot No.42, Tamil Nadu, Kanchipuram	India	Lotus Developefres Pvt  Ltd	Door No 42, Saidapet, Kanchipuram, TN	India
S1-125687146	S2-320293896	Source 2	Lotus Developers Pvt Ltd	2Nd Floor, Thirugnana Sambandar Street, Ram Nagar North, Madipakkam, Saidapet, Plot No.42, Tamil Nadu, Kanchipuram	India	லோட்டஸ் டெவலப்பர்ஸ் பிரைவேட் லிமிடெட்	#42, KANCHIPURAM, SAIDAPET, தமிழ்நாடு	India
S1-904923867	S3-894098792	Source 3	Parasnath Trust Ltd	Room No.10, C Wing, Tej Mahal Umeda, Umed Ashram, S.V.Road, Borivali (West), Behind Police, Station, Mumbai, Maharashtra	India	Parasnathtrust.Com	Room No.10, Station, Borivali West, महाराष्ट्र	India
S1-730428166	S3-710611862	Source 3	Best Infotech LLP	Gr Floor, Shop-G/7, S.N.S Interio, Near Cng Gas Station, Althan Road, Bhatar Char Rasta, Althan, Surat, Gujarat	India	બેસ્ટ ઇન્ફોટેક એલએલપી	ગુજરાત, Surat, Gr Floor	India
S1-730428166	S3-300514980	Source 3	Best Infotech LLP	Gr Floor, Shop-G/7, S.N.S Interio, Near Cng Gas Station, Althan Road, Bhatar Char Rasta, Althan, Surat, Gujarat	India	Solnexzeta	Gr Floor, Surat, GJ	India
S1-908945602	S3-336537327	Source 3	Jones Finance Inc.	821 Vogt Lane, Unit Apartment 12, City Of Chilton, WI	US	Fayenylaevo dba Jones Finance Inc.	Unit Apartment 12, WI, City Of Chilton, 821 Vogt Lane	US
S1-908945602	S3-185550632	Source 3	Jones Finance Inc.	821 Vogt Lane, Unit Apartment 12, City Of Chilton, WI	US	jonesfinance.com	Vogt Ln, # Apartment 12, Chlton, Wisconsin	US
S1-474893789	S2-454707668	Source 2	Sunrise My Estate Private Limited	Unit A-415, Tower A Bestech Business Tower, Sector 66, Mohal, I, Mohali, Punjab	India	ਸਨਰਾਈਜ਼ ਮਾਈ ਇਸਟੇਟ ਪ੍ਰਾਈਵੇਟ ਲਿਮਟਿਡ	UNT A-415, TOWER A BESTECH BUSINESS TOWER, SECTOR 66, MOHAL, I, MOHALI, Punjab	India
S1-665957316	S2-231611785	Source 2	Indo Solutions Pvt Ltd	G-148, Kalkaji, New Delhi, South Delhi, Delhi	India	Nylafaye	G-248, NEW DELHI, SOUTH DELHI, Delhi	India
S1-582613007	S3-774981419	Source 3	Food Nursing Home	Survey No. 477 & 489, No. 99, Papparambakkam Village, Thiruvallur, Tamil Nadu	India	Umbrazeta Sys	Tamil Nadu, No. 99, Thiruvallur, Papparambakkam Village, Survey No. 477 & 489	India
S1-265413641	S3-136002655	Source 3	Aarvendra Amusement Co	Bangalore, 54, Bangalore-2., Karnataka, Khader Sheriff Gardens	India	Yumasynjax	54, Khader Sheriff Gardens, Bangalore-2., Bangalore, Karnataka	India
S1-5295461	S2-784640513	Source 2	Garay and Jones Corp	901 Howard Street, Shelbyville, IN	US	Fayebrix	SHELBYVILLE, 901 HOWARD ST, IN	US
S1-539762538	S3-156071169	Source 3	Tranquility Electromechanical LLP	Delhi, N-10, Ground Floor, Vishnu Garden, West Delhi, Shop No.3, New Delhi	India	Tranquilityelectromechanical.Com	Bodela, N-10, Ground Floor, Vishnu Garden, New Delhi, No 3/7, DL	India
S1-539762538	S2-297783049	Source 2	Tranquility Electromechanical LLP	Delhi, N-10, Ground Floor, Vishnu Garden, West Delhi, Shop No.3, New Delhi	India	Center Tranquility LLP	3, N-10, GROUND FLOOR, VISHNU GARDEN, NEW DELHI, WEST DELHI, दिल्ली	India
S1-539762538	S2-230214346	Source 2	Tranquility Electromechanical LLP	Delhi, N-10, Ground Floor, Vishnu Garden, West Delhi, Shop No.3, New Delhi	India	Tranquility LLP Center		India
S1-296523023	S3-742290560	Source 3	Lonet Intercontinental	192 Indian Mound Circle, Unit APT 1, Jacksboro, TN	US	Lonet Íntercontinental	Tennessee, Unit APT 1, 0192 Indian Mound Cir, Jacksboro	US
S1-278523742	S2-128469755	Source 2	Cherry & Co Co	202, Gurukrupa Apartments, Paryawaran Nagar, Somalwada Square, Wardha Road, Nagpur, Maharashtra	India	Crery & Co Co	202, WARDHA ROAD, NAGPUR, महाराष्ट्र	India
S1-35316102	S2-787034529	Source 2	Macken Holding Company	2621 Preston Street, Baltimore, MD	US	MACKENHOLDING.COM	MD, BALTIMORE, 2621 PRESTON STREET	US
S1-743565110	S2-843414885	Source 2	Voth Investments LP	W9586 Richards Road, Town Of Arlington, WI	US	Fluxzetanovi	WI, TOWN OF ARLINGTON, W9586-A RICHARDS RD	US
S1-760850538	S2-643522922	Source 2	Unified Logistics Union Co	658 Boulevard, Dover, OH	US	UNIFIEDLOGISTICSUNION.COM	BOULEVARD, DOVER, OH	US
S1-773460033	S3-696806165	Source 3	Upper Polestar PC	Fort Mill, SC, 255 Sedgewick Drive	US	Upper Polebtar PC	#255 Sedgewick Drive, Fort Mill, South Carolina	US
S1-773460033	S2-114071018	Source 2	Upper Polestar PC	Fort Mill, SC, 255 Sedgewick Drive	US	Upper Pnolstar PC	FT MILL, 255 SEDGEWICK DR, SC	US
S1-726451355	S2-581983637	Source 2	2691 Fourth Street Holdings	511 Angus Street, Independence, MO	US	2691fourth.com	MO, IDNEPENDENCE, 511 ANGUS ST	US
S1-182724633	S2-356641841	Source 2	Gayla's Printing	1120 High Street, Unit STE A, Brandenburg, KY	US	Gayla's Prínting		US
S1-565043932	S3-257030906	Source 3	Clinton Dental Associates Inc	1728 865, Clinton, UT	US	Ariaevoveo	1728 865, Clearfield, Utah	US
S1-426267364	S2-380593256	Source 2	Prime Projects Private Limited	S/O M Vasanthan, No.10 West Karikalan Street, Adambakkam, Chennai, Tamil Nadu	India	பிரைம் புராஜெக்ட்ஸ் பிரைவேட் லிமிடெட்	S/O M VASANTHAN, KANCHEEPURAM, தமிழ்நாடு	India
S1-861032717	S3-549678242	Source 3	J/U Earths LLC	11304 Templeton Drive, Cincinnati, OH	US	J/U LLC Center		US
S1-36713743	S2-816411639	Source 2	Regional Ministries	Oologah, OK, 13153 Ranch Acres Street	US	REGIONAL MÍNISTRIES		US
S1-117189625	S2-309905398	Source 2	New Food Private Limited	Flat No.201, T-163 Second Floor, Uttam Nagar, Delhi, West Delhi, Delhi	India	NEWFOOD.COM	H.NO 8-201 , T-163 SECOND FLOOR, UTTAM NAGAR, DELHI, दिल्ली	India
S1-117189625	S2-716171226	Source 2	New Food Private Limited	Flat No.201, T-163 Second Floor, Uttam Nagar, Delhi, West Delhi, Delhi	India	न्यू फूड प्राइवेट लिमिटेड	NO 8-201, SOUTH EAST DELHI, WEST DELHI, Delhi	India
S1-358797130	S2-679070237	Source 2	Ss International Consultancy Private Limited	A-201/202, Devashish Resi, A/Gandevi Road, Jamalpore, Navsari, Gujarat	India	એસએસ ઇન્ટરનેશનલ કન્સલ્ટન્સી પ્રાઇવેટ લિમિટેડ	A-201/202, NAVSARI, ગુજરાત	India
S1-358797130	S2-464216112	Source 2	Ss International Consultancy Private Limited	A-201/202, Devashish Resi, A/Gandevi Road, Jamalpore, Navsari, Gujarat	India	એસએસ ઇન્ટરનેશનલ કન્સલ્ટન્સી પ્રાઇવેટ લિમિટેડ	A-201/202, NAVSARI, ગુજરાત	India
S1-358797130	S3-668811306	Source 3	Ss International Consultancy Private Limited	A-201/202, Devashish Resi, A/Gandevi Road, Jamalpore, Navsari, Gujarat	India	એસએસ ઇન્ટરનેશનલ કન્સલ્ટન્સી પ્રાઇવેટ લિમિટેડ	GJ, Navsari, A-202/202	India
S1-643557877	S3-48817380	Source 3	Zee Developers	196-D, Nicholson Road Tarbund, Secunderabad, Hyderabad, Telangana	India	Zee  Devel0pers	#196-D, Hyderabad Urban, Hyderabad, TG	India
S1-643557877	S3-682617971	Source 3	Zee Developers	196-D, Nicholson Road Tarbund, Secunderabad, Hyderabad, Telangana	India	Zee Devlncoflers	#196-D, Hyderabad Urban, Hyderabad, TG	India
S1-77028595	S3-953770902	Source 3	Shiv Energy Private Limited	313/12/1, 2Nd Floor, Above Icici Bank Khun Khun Ji Road, Near Munnu Lal Dharmsh, Ala, Chowk, Lucknow, Uttar Pradesh	India	M/s Fluxonyx	313/12/1, Lucknow, UP	India
S1-718006993	S2-782244770	Source 2	Chand Vision	30-2-12/1 Burra Varii Street, Kakinada, East Godavari, Andhra Pradesh	India	M/s CVISION.COM	EAST GODAVARI, Andhra Pradesh, KAKINADA, 30-2-12/1  BURRA VARII STREET	India
S1-73913318	S2-41327198	Source 2	Hinton Aviation LLC	1135 8th Street, Salem, OR	US	@hintonaviation (ID: 3806)	1135 EIGHTH STREET, SALEM, OR	US
S1-73913318	S3-788551571	Source 3	Hinton Aviation LLC	1135 8th Street, Salem, OR	US	Hinton LLC [Partners]	1135 Eighth Street, Salem, Oregon	US
S1-414990330	S2-866619534	Source 2	QN Block Inc	5740 59th Avenue, Unit 1121, Glendale, AZ	US	QN INC  CENTER	5740 59ND AVENUE, GLENDALE, AZ	US
S1-414990330	S2-560582087	Source 2	QN Block Inc	5740 59th Avenue, Unit 1121, Glendale, AZ	US	QN BLOCK INC | www.qnblocki.com	5740 59nd Avenue, AZ, GLENDALE	US
S1-414990330	S3-618799117	Source 3	QN Block Inc	5740 59th Avenue, Unit 1121, Glendale, AZ	US	QN Bmaeck Inc	Unit 1121, Arizona, Glendale, 574 59th Ave	US
S1-837698046	S2-125730783	Source 2	Jbs Entertainment Co	East Delhi, Delhi, 3393, Delhi, Ram Nagar Extention Shahdara	India	Jbs Enfertainbent Co	03393, RAM NAGAR EXTENTION SHAHDARA, DELHI, Delhi	India
S1-837698046	S3-189979293	Source 3	Jbs Entertainment Co	East Delhi, Delhi, 3393, Delhi, Ram Nagar Extention Shahdara	India	Center Jbs Co	Ram Nagar Extention Shahdara, Delhi, 3393, North East Delhi, DL	India
S1-837698046	S3-211696101	Source 3	Jbs Entertainment Co	East Delhi, Delhi, 3393, Delhi, Ram Nagar Extention Shahdara	India	jbsentertainment.com	3393, Ram Nagar Extention Shahdara, Delhi, North East Delhi, DL	India
S1-635498924	S2-380394346	Source 2	Baba Properties Private Limited	Gaya, C/O - Mr. Ram Lakhan Parsad H No. 110, Bihar, Gaya, Khukhadi Nimchak Bathani	India	बाबा प्रॉपर्टीज प्राइवेट लिमिटेड	C/O - MR. RAM LAKHAN PARSAD H NO. 110, KHUKHADI NIMCHAK BATHANI, GAYA, Bihar	India
S1-635498924	S3-312005286	Source 3	Baba Properties Private Limited	Gaya, C/O - Mr. Ram Lakhan Parsad H No. 110, Bihar, Gaya, Khukhadi Nimchak Bathani	India	Baba Private Limited Partners	C/o - Mr. Ram Lakhan Parsad H No. 110, Gaya, BR	India
S1-635498924	S2-299790237	Source 2	Baba Properties Private Limited	Gaya, C/O - Mr. Ram Lakhan Parsad H No. 110, Bihar, Gaya, Khukhadi Nimchak Bathani	India	बाबा प्रॉपर्टीज प्राइवेट लिमिटेड	C/O - MR. RAM LAKHAN PARSAD H NO. 110, GAYA, Bihar	India
S1-614289236	S2-675839135	Source 2	A Reliable Platforms LLC	20788 Aquadale Road, Albemarle, NC	US	Veopyraquo	ALBEMARLE, NC, 20788 AQUADALE ROAD	US
S1-798239792	S3-120681410	Source 3	Quality Biomedical Global PLLC	23320 122, Melvin, KY	US	qualitybiomedicalglobal.com	2332 122, Melvin, Kentucky	US
S1-580970774	S2-996500653	Source 2	Back Alley Ice Cream! LLC	Atlanta, 1040 Stovall Boulevard, GA	US	backalleyice.com	1040B Stovall Blvd, ALANTA, GA	US
S1-511120022	S3-219444701	Source 3	Creative Constructions Private Limited	Telangana, Secunderabad, 6-4-36/6/9 Bholakpur, Hyderabad, C/O T Rajalingam	India	క్రియేటివ్ కన్‌స్ట్రక్షన్స్ ప్రైవేట్ లిమిటెడ్	Hn D/597 C/o T Rajalingam, 6-4-36/6/9 Bholakpur, Secunderabad, Hyderabad, తెలంగాణ	India
S1-511120022	S3-903990403	Source 3	Creative Constructions Private Limited	Telangana, Secunderabad, 6-4-36/6/9 Bholakpur, Hyderabad, C/O T Rajalingam	India	Creative C0nstructions Pamivte Limited #23202	తెలంగాణ, Secunderabad, 6-4-36/6/9 Bholakpur, Hyderabad, Hn D/597 C/o T Rajalingam	India
S1-511120022	S2-931695512	Source 2	Creative Constructions Private Limited	Telangana, Secunderabad, 6-4-36/6/9 Bholakpur, Hyderabad, C/O T Rajalingam	India	క్రియేటివ్ కన్‌స్ట్రక్షన్స్ ప్రైవేట్ లిమిటెడ్	6-4-36/6/9 BHOLAKPUR, SECUNDERABAD, Telangana, HYDERABAD, C/O T RAJALINGAM	India
S1-511120022	S2-527791698	Source 2	Creative Constructions Private Limited	Telangana, Secunderabad, 6-4-36/6/9 Bholakpur, Hyderabad, C/O T Rajalingam	India	క్రియేటివ్ కన్‌స్ట్రక్షన్స్ ప్రైవేట్ లిమిటెడ్	C/O T RAJAILNGAM, 6-4-36/6/9 BHOLAKPUR, SECUNDERABAD, HYDERABAD, Telangana	India
S1-231660566	S3-599839769	Source 3	Diversified Hospitality Works	Bessemer City, NC, 215 Ohio Avenue	US	worksdiversifiedhospitality.com	215 Ohio Ave, PMB 2409, Bessemer City, North Carolina	US
S1-295400413	S2-986420375	Source 2	White Ventures Private Limited	Flat No. 201, Ongole, Andhra Pradesh, 3Rd Floor, Sai Nilayam Apartments Opposite Pavitra Junior College, Lawyer, Pet Extn., Prakasam	India	వైట్ వెంచర్స్ ప్రైవేట్ లిమిటెడ్	201, 3RD FLOOR, SAI NILAYAM APARTMENTS OPPOSITE PAVITRA JUNIOR COLLEGE, LAWYER, PET EXTN., ONGOLE, PRAKASAM, Andhra Pradesh	India
S1-99545264	S3-758264499	Source 3	Digital Infra Limited	No 3/A, 3Rd Cross, Adityanagar, 1St Stg, Chick Beettahalli, Vidyaranyapura, Bangalore, Karnataka	India	ಡಿಜಿಟಲ್ ಇನ್‌ಫ್ರಾ ಲಿಮಿಟೆಡ್	No 4/A, Bangalore, KA	India
S1-270152595	S3-931890196	Source 3	Ellard, Williams & Moore Storage Inc.	New Market, 10739 Lake Edge Court, MD	US	williamsellard.com	10739 Lake Edge Court, New Market, Maryland	US
S1-351961485	S2-86133459	Source 2	White Infrastructure Pvt Ltd	Office-No-207, Marathon Monte Plaza, Madan Mohan Mamumbai, Mumbai, Mumbai City, Maharashtra	India	व्हाइट इंफ्रास्ट्रक्चर प्रा. लि.	OFFICE-NO207, MUMBAI, MUMBAI CITY, Maharashtra	India
S1-351961485	S3-22610069	Source 3	White Infrastructure Pvt Ltd	Office-No-207, Marathon Monte Plaza, Madan Mohan Mamumbai, Mumbai, Mumbai City, Maharashtra	India	Arianovi	Ofifce-no-20, Mumbai, Bhandup, MH	India
S1-502145428	S3-982507124	Source 3	YD Ramaco LLP	1450 Germann Road, Unit 3126, Chandler, AZ	US	YD Rámaco LLP	Chandler, 1450 Germann Road, Arizona	US
S1-960007747	S2-494862771	Source 2	Supreme Constructions	C-39, Sector-58, Noida, Gautam Buddha Nagar, Uttar Pradesh	India	सुप्रीम कंस्ट्रक्शंस	Uttar Pradesh, C-4-39, GAUTAM BUDDHA NAGAR, SECTOR-58, NOIDA	India
S1-960007747	S2-411338412	Source 2	Supreme Constructions	C-39, Sector-58, Noida, Gautam Buddha Nagar, Uttar Pradesh	India	súpremeconstructions.com	C-4-39, SECTOR-58, NOIDA, Uttar Pradesh	India
S1-960007747	S3-963209449	Source 3	Supreme Constructions	C-39, Sector-58, Noida, Gautam Buddha Nagar, Uttar Pradesh	India	Supreme कंस्ट्रक्शंस	C-39, Sector-58, Gautam Buddha Nagar, Noida, उत्तर प्रदेश	India
S1-993609628	S2-543100500	Source 2	D/U Brc LLC	Washington, Unit 2308, 3199 8th Street, DC	US	dubrc.com	3199  8nd Street, WASHINGTON, DC	US
S1-993609628	S3-106162052	Source 3	D/U Brc LLC	Washington, Unit 2308, 3199 8th Street, DC	US	Drexwex DBA D/U Brc LLC	3199 8th Street, Unit 2308, Washington, DC	US
S1-557536631	S2-790788043	Source 2	National Intelligence Works Inc	Woodbridge, 117 Ansonia Road, CT	US	NIWORKS.COM	117 ANSONIA RD, WOODBRIDGE, CT	US
S1-62013228	S2-362803451	Source 2	Swastik Southern Power Private Limited	C/O Banwari Lal, Near Hp Petrol Pump, Sirsa, Haryana	India	स्वस्तिक सदर्न पावर प्राइवेट लिमिटेड	हरियाणा, C/O BANWARI LAL, SIRSA	India
